VALUATION DATE,FUND_NAME_1_EN,CLASS_FUND_1_EN,FUND_NAME_1_ZH,CLASS_FUND_1_ZH,FUND_1_PRICE_HKD
15/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9501
16/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9465
17/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9557
18/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9537
21/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9554
22/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9494
23/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9533
24/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9516
25/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9548
28/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9578
29/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9548
30/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.96
31/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9624
01/11/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9618
04/11/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9738
05/11/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9748
06/11/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9763
07/11/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9761
08/11/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.976
11/11/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9695
